,Unnamed: 0,userId,movieId,timestamp,tag,rating,title,genres,year
469,469,477,541,1201158878,androids|artificial intelligence|atmospheric|cyberpunk|future|mindfuck|Philip K. Dick,5.0,Blade Runner,Action|Sci-Fi|Thriller,1982
470,470,567,541,1525286579,atmospheric|dreamlike|existentialism|philosophical,3.5,Blade Runner,Action|Sci-Fi|Thriller,1982
471,471,474,543,1053020897,beat poetry,4.5,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993
472,472,474,551,974666694,Christmas|Halloween,3.0,"Nightmare Before Christmas, The",Animation|Children|Fantasy|Musical,1993
473,473,474,556,1061160965,politics,3.0,"War Room, The",Documentary,1993
474,474,474,562,1129579373,adolescence,4.0,Welcome to the Dollhouse,Comedy|Drama,1995
475,475,474,586,1046886823,christmas,2.0,Home Alone,Children|Comedy,1990
476,476,474,587,979180575,overrated,3.0,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,1990
477,477,474,588,978576063,Disney,4.0,Aladdin,Adventure|Animation|Children|Comedy|Musical,1992
478,478,474,590,1100292189,American Indians|Native Americans,3.5,Dances with Wolves,Adventure|Drama|Western,1990
479,479,474,592,1002928730,superhero,4.0,Batman,Action|Crime|Thriller,1989
480,480,474,593,1087831816,Hannibal Lector,4.5,"Silence of the Lambs, The",Crime|Horror|Thriller,1991
481,481,477,593,1200939621,disturbing|drama|gothic|psychology|suspense,5.0,"Silence of the Lambs, The",Crime|Horror|Thriller,1991
482,482,474,594,983032069,Disney,3.0,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,1937
483,483,474,595,1100119595,Disney,5.0,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX,1991
484,484,474,596,1047055015,Disney,2.0,Pinocchio,Animation|Children|Fantasy|Musical,1940
485,485,474,597,974669033,prostitution,4.0,Pretty Woman,Comedy|Romance,1990
486,486,474,616,1100292175,Disney,3.5,"Aristocats, The",Animation|Children,1970
487,487,474,638,1013367353,babies,3.0,Jack and Sarah,Romance,1995
488,488,474,647,988579881,Gulf War,3.0,Courage Under Fire,Action|Crime|Drama|War,1996
489,489,474,648,1053021262,based on a TV show,3.5,Mission: Impossible,Action|Adventure|Mystery|Thriller,1996
490,490,474,668,1118667178,India,3.5,Song of the Little Road,Drama,1955
491,491,474,670,1119537246,India,4.5,"World of Apu, The",Drama,1959
492,492,474,671,1053021127,spoof,3.5,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,1996
493,493,474,673,1053021728,Bugs Bunny,1.5,Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996
494,494,474,708,1053020875,Veterinarian,4.5,"Truth About Cats & Dogs, The",Comedy|Romance,1996
495,495,474,720,1052485296,Aardman,4.0,Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Comedy,1996
496,496,474,728,1181348043,In Netflix queue,3.5,Cold Comfort Farm,Comedy,1995
497,497,474,733,1100291781,Alcatraz,4.0,"Rock, The",Action|Adventure|Thriller,1996
498,498,477,733,1241938832,Michael Bay|terrorism,4.0,"Rock, The",Action|Adventure|Thriller,1996
499,499,474,736,974667817,Disaster,2.0,Twister,Action|Adventure|Romance|Thriller,1996
500,500,474,745,1052504886,Aardman,4.0,Wallace & Gromit: A Close Shave,Animation|Children|Comedy,1995
501,501,474,748,1060105961,aliens,3.5,"Arrival, The",Action|Sci-Fi|Thriller,1996
502,502,474,750,1059398628,Atomic bomb,4.5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War,1964
503,503,477,750,1200939347,black comedy|dark comedy|satire,5.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War,1964
504,504,513,750,1159980351,purity of essence|Slim Pickens,5.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War,1964
505,505,567,750,1525287719,black comedy|dark comedy|Quirky,3.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War,1964
506,506,474,780,974667743,aliens,4.0,Independence Day,Action|Adventure|Sci-Fi|Thriller,1996
507,507,474,805,1002928853,John Grisham,3.0,"Time to Kill, A",Drama|Thriller,1996
508,508,474,818,1046888085,based on a TV show,3.0,"Very Brady Sequel, A",Comedy,1996
509,509,474,830,1046887848,adultery,2.0,"First Wives Club, The",Comedy,1996
510,510,474,832,1047055027,kidnapping,2.0,Ransom,Crime|Thriller,1996
511,511,477,832,1269832640,GIVE ME BACK MY SON!|It was melodramatic and kind of dumb|Mel Gibson,3.0,Ransom,Crime|Thriller,1996
512,512,474,838,974668977,Jane Austen,3.0,Emma,Comedy|Drama|Romance,1996
513,513,474,852,1047055128,golf,2.0,Tin Cup,Comedy|Drama|Romance,1996
514,514,474,858,983033120,Mafia,5.0,"Godfather, The",Crime|Drama,1972
515,515,474,892,974668805,Shakespeare,3.0,Twelfth Night,Comedy|Drama|Romance,1996
516,516,474,898,1077028750,divorce,4.0,"Philadelphia Story, The",Comedy|Drama|Romance,1940
517,517,474,899,1083589280,movie business,4.0,Singin' in the Rain,Comedy|Musical|Romance,1952
518,518,474,900,1079963736,France,3.5,"American in Paris, An",Musical|Romance,1951
519,519,474,902,1053021014,Capote,3.5,Breakfast at Tiffany's,Drama|Romance,1961
520,520,474,903,1055190127,falling,4.5,Vertigo,Drama|Mystery|Romance|Thriller,1958
521,521,477,903,1200940556,Alfred Hitchcock|Atmospheric|imdb top 250|James Stewart,3.5,Vertigo,Drama|Mystery|Romance|Thriller,1958
522,522,474,904,983032310,voyeurism,4.0,Rear Window,Mystery|Thriller,1954
523,523,477,904,1200939390,imdb top 250|James Stewart|mystery|photographer|photography,3.5,Rear Window,Mystery|Thriller,1954
524,524,474,905,978575711,Screwball,5.0,It Happened One Night,Comedy|Romance,1934
525,525,474,906,983032159,Brooch,5.0,Gaslight,Drama|Thriller,1944
526,526,474,907,1074607299,divorce,3.0,"Gay Divorcee, The",Comedy|Musical|Romance,1934
527,527,474,908,1089386974,Mount Rushmore,3.5,North by Northwest,Action|Adventure|Mystery|Romance|Thriller,1959
528,528,477,908,1200941111,Alfred Hitchcock|imdb top 250,4.0,North by Northwest,Action|Adventure|Mystery|Romance|Thriller,1959
529,529,474,909,1046809068,adultery,4.0,"Apartment, The",Comedy|Drama|Romance,1960
530,530,474,910,1076347375,men in drag,4.0,Some Like It Hot,Comedy|Crime,1959
531,531,474,911,1100292182,heist,3.5,Charade,Comedy|Crime|Mystery|Romance|Thriller,1963
532,532,474,912,983032184,start of a beautiful friendship,5.0,Casablanca,Drama|Romance,1942
533,533,474,913,1077546574,statue,4.0,"Maltese Falcon, The",Film-Noir|Mystery,1941
534,534,474,914,1089386238,George Bernard Shaw,4.5,My Fair Lady,Comedy|Drama|Musical|Romance,1964
535,535,474,915,983032398,rich guy - poor girl,4.0,Sabrina,Comedy|Romance,1954
536,536,474,916,978575711,Italy|royalty,4.0,Roman Holiday,Comedy|Drama|Romance,1953
537,537,474,918,1087831778,1900s,3.5,Meet Me in St. Louis,Musical,1944
538,538,474,919,1100291792,Dorothy|Toto,4.5,"Wizard of Oz, The",Adventure|Children|Fantasy|Musical,1939
539,539,474,920,1047054549,Civil War,2.0,Gone with the Wind,Drama|Romance|War,1939
540,540,474,921,1087832282,television,3.0,My Favorite Year,Comedy,1982
541,541,474,922,1055439689,movies,4.0,Sunset Blvd.,Drama|Film-Noir|Romance,1950
542,542,477,922,1245030056,eerie|movie business,4.5,Sunset Blvd.,Drama|Film-Noir|Romance,1950
543,543,474,923,1100119549,Rosebud,4.5,Citizen Kane,Drama|Mystery,1941
544,544,474,924,1110994455,Hal|space,4.0,2001: A Space Odyssey,Adventure|Drama|Sci-Fi,1968
545,545,599,924,1498456847,aliens|apes|Arthur C. Clarke|artificial intelligence|atmospheric|cinematography|classic|computer|confusing ending|cult film|Dull|future|futuristic|imdb top 250|masterpiece|meditative|music|mystery|Oscar (Best Effects - Visual Effects)|overrated|philosophical|relaxing|revolutionary|robots|sci-fi|setting:space/space ship|slow|slow paced|soundtrack|space|space travel|spacecraft|Stanley Kubrick|superb soundtrack|surreal|technology|tedious|visual|visually appealing,5.0,2001: A Space Odyssey,Adventure|Drama|Sci-Fi,1968
546,546,474,926,1116517487,Hollywood,4.5,All About Eve,Drama,1950
547,547,474,927,1100119644,divorce,4.0,"Women, The",Comedy,1939
548,548,474,928,983032159,Mrs. DeWinter,5.0,Rebecca,Drama|Mystery|Romance|Thriller,1940
549,549,474,929,1140441870,Europe|journalism|war,3.5,Foreign Correspondent,Drama|Film-Noir|Mystery|Thriller,1940
550,550,474,930,983032159,assassination,4.0,Notorious,Film-Noir|Romance|Thriller,1946
551,551,474,931,1129579344,amnesia,3.5,Spellbound,Mystery|Romance|Thriller,1945
552,552,474,934,1060606681,wedding,3.0,Father of the Bride,Comedy,1950
553,553,474,936,1137521219,Cold War|Russia,4.0,Ninotchka,Comedy|Romance,1939
554,554,474,938,1089387375,prostitution,2.5,Gigi,Musical,1958
555,555,474,940,1120355738,swashbuckler,3.5,"Adventures of Robin Hood, The",Action|Adventure|Romance,1938
556,556,474,941,1091456369,swashbuckler,3.5,"Mark of Zorro, The",Adventure,1940
557,557,474,943,1088426742,ghosts,3.5,"Ghost and Mrs. Muir, The",Drama|Fantasy|Romance,1947
558,558,474,944,1087217719,Shangri-La,4.0,Lost Horizon,Drama,1937
559,559,474,945,1100119798,Astaire and Rogers,4.5,Top Hat,Comedy|Musical|Romance,1935
560,560,474,947,1137521088,butler|homeless|screwball,3.5,My Man Godfrey,Comedy|Romance,1936
561,561,474,948,1087831540,oil,4.0,Giant,Drama|Romance|Western,1956
562,562,474,950,1143998585,Nick and Nora Charles,4.0,"Thin Man, The",Comedy|Crime,1934
563,563,474,951,1100119780,Screwball,4.5,His Girl Friday,Comedy|Romance,1940
564,564,474,952,1089386622,race,3.0,Around the World in 80 Days,Adventure|Comedy,1956
565,565,474,953,1100292234,Christmas,3.5,It's a Wonderful Life,Children|Drama|Fantasy|Romance,1946
566,566,474,954,1053020968,Politics,4.5,Mr. Smith Goes to Washington,Drama,1939
567,567,474,955,1087831602,leopard|screwball,4.0,Bringing Up Baby,Comedy|Romance,1938
568,568,474,956,1101737024,adoption,4.0,Penny Serenade,Drama|Romance,1941
569,569,474,965,1130961711,fugitive,4.0,"39 Steps, The",Drama|Mystery|Thriller,1935
570,570,474,968,1100291775,zombies,4.0,Night of the Living Dead,Horror|Sci-Fi|Thriller,1968
571,571,474,969,983032364,missionary,5.0,"African Queen, The",Adventure|Comedy|Romance|War,1951
572,572,474,970,1096471043,crime,3.5,Beat the Devil,Adventure|Comedy|Crime|Drama|Romance,1953
573,573,474,971,1087831992,Tennessee Williams,3.5,Cat on a Hot Tin Roof,Drama,1958
574,574,474,973,1084982148,journalism,3.5,Meet John Doe,Comedy|Drama,1941
575,575,474,976,1100269624,Hemingway,3.0,"Farewell to Arms, A",Romance|War,1932
576,576,474,986,979180335,Animal movie,4.0,Fly Away Home,Adventure|Children,1996
577,577,474,991,1060105177,Ireland,3.0,Michael Collins,Drama,1996
578,578,474,994,1129579365,food,3.5,Big Night,Comedy|Drama,1996
579,579,474,1006,1071595945,death penalty|John Grisham,3.5,"Chamber, The",Drama,1996
580,580,474,1010,983032872,Disney|race,3.0,"Love Bug, The",Children|Comedy,1969
581,581,474,1013,1047054662,twins,3.0,"Parent Trap, The",Children|Comedy|Romance,1961
582,582,474,1022,1047054285,Disney,4.0,Cinderella,Animation|Children|Fantasy|Musical|Romance,1950
583,583,474,1025,983032763,Disney|King Arthur,3.0,"Sword in the Stone, The",Animation|Children|Fantasy|Musical,1963
584,584,474,1028,978575945,Disney|nanny,3.0,Mary Poppins,Children|Comedy|Fantasy|Musical,1964
585,585,474,1029,983032230,Disney,3.0,Dumbo,Animation|Children|Drama|Musical,1941
586,586,474,1030,1046886529,Disney,2.0,Pete's Dragon,Adventure|Animation|Children|Musical,1977
587,587,474,1032,1047054796,Disney,2.0,Alice in Wonderland,Adventure|Animation|Children|Fantasy|Musical,1951
588,588,474,1033,1128098723,Disney,4.5,"Fox and the Hound, The",Animation|Children|Drama,1981
589,589,474,1035,974666694,Rogers and Hammerstein,5.0,"Sound of Music, The",Musical|Romance,1965
590,590,474,1041,1165539921,In Netflix queue,4.5,Secrets & Lies,Drama,1996
591,591,474,1042,1053020921,Music,4.5,That Thing You Do!,Comedy|Drama,1996
592,592,474,1066,1087832326,Astaire and Rogers,4.0,Shall We Dance,Comedy|Musical|Romance,1937
593,593,474,1068,1106231071,anti-Semitism,3.5,Crossfire,Crime|Film-Noir,1947
594,594,474,1079,1089386295,fish,4.5,"Fish Called Wanda, A",Comedy|Crime,1988
595,595,474,1080,978575945,Bible|parody|religion,3.0,Monty Python's Life of Brian,Comedy,1979
596,596,474,1081,1074888985,cross dressing,3.5,Victor/Victoria,Comedy|Musical|Romance,1982
597,597,474,1082,1098104429,politics,3.5,"Candidate, The",Drama,1972
598,598,474,1084,1053021255,1920s|gangsters,3.5,Bonnie and Clyde,Crime|Drama,1967
599,599,474,1088,1100292226,dance|music,3.5,Dirty Dancing,Drama|Musical|Romance,1987
600,600,474,1090,1118667194,Vietnam,3.5,Platoon,Drama|War,1986
601,601,474,1093,988579907,1960s|Jim Morrison|music,3.0,"Doors, The",Drama,1991
602,602,474,1096,1087832346,Holocaust,2.5,Sophie's Choice,Drama,1982
603,603,474,1097,1137521202,aliens,4.0,E.T. the Extra-Terrestrial,Children|Drama|Sci-Fi,1982
604,604,474,1103,1002928717,1950s|adolescence,4.0,Rebel Without a Cause,Drama,1955
605,605,474,1104,983032344,Tennessee Williams,4.0,"Streetcar Named Desire, A",Drama,1951
606,606,474,1124,1109039744,aging,4.0,On Golden Pond,Drama,1981
607,607,474,1125,978576312,Clousseau,3.0,"Return of the Pink Panther, The",Comedy|Crime,1975
608,608,474,1135,1046887386,military,2.0,Private Benjamin,Comedy,1980
609,609,474,1136,1081177312,England|King Arthur,4.5,Monty Python and the Holy Grail,Adventure|Comedy|Fantasy,1975
610,610,474,1147,1201833166,boxing|In Netflix queue,3.0,When We Were Kings,Documentary,1996
611,611,474,1148,1053372059,Aardman,4.0,Wallace & Gromit: The Wrong Trousers,Animation|Children|Comedy|Crime,1993
612,612,474,1171,1129579494,politics,4.0,Bob Roberts,Comedy,1992
613,613,474,1177,979180476,Italy,5.0,Enchanted April,Drama|Romance,1992
614,614,474,1178,1137521161,court|military,3.5,Paths of Glory,Drama|War,1957
615,615,474,1179,1087832040,crime,3.5,"Grifters, The",Crime|Drama|Film-Noir,1990
616,616,474,1183,974668666,adultery,2.0,"English Patient, The",Drama|Romance|War,1996
617,617,474,1185,1165539928,In Netflix queue,4.0,My Left Foot,Drama,1989
618,618,474,1187,1101822547,disability,4.0,Passion Fish,Drama,1992
619,619,474,1188,974668617,Australia|dance,5.0,Strictly Ballroom,Comedy|Romance,1992
620,620,474,1189,1181347974,In Netflix queue|police,4.0,"Thin Blue Line, The",Documentary,1988
621,621,474,1196,983034060,I am your father|space|space opera,5.0,Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Sci-Fi,1980
622,622,477,1196,1200939665,classic|George Lucas|Harrison Ford|music|original plot|sci-fi|sequel,5.0,Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Sci-Fi,1980
623,623,474,1197,1087832016,Inigo Montoya|six-fingered man,4.5,"Princess Bride, The",Action|Adventure|Comedy|Fantasy|Romance,1987
624,624,474,1198,983034022,archaeology|ark of the covenant|indiana jones,4.0,Raiders of the Lost Ark,Action|Adventure,1981
625,625,474,1200,1116853629,space,3.5,Aliens,Action|Adventure|Horror|Sci-Fi,1986
626,626,474,1201,1086016563,spaghetti western,3.5,"Good, the Bad and the Ugly, The",Action|Adventure|Western,1966
627,627,474,1203,1047054271,court,4.0,12 Angry Men,Drama,1957
628,628,567,1203,1525283592,claustrophobic|confrontational|earnest|good dialogue|great screenplay|gritty|Motivational|thought-provoking,4.5,12 Angry Men,Drama,1957
629,629,474,1204,1126284508,Middle East,4.0,Lawrence of Arabia,Adventure|Drama|War,1962
630,630,474,1206,1115044104,brainwashing,3.5,"Clockwork Orange, A",Crime|Drama|Sci-Fi|Thriller,1971
631,631,474,1207,1134343855,Harper Lee|racism,4.0,To Kill a Mockingbird,Drama,1962
632,632,474,1208,1117481021,Vietnam,3.5,Apocalypse Now,Action|Drama|War,1979
633,633,474,1209,1126533605,spaghetti western,3.5,Once Upon a Time in the West,Action|Drama|Western,1968
634,634,474,1210,1002928633,darth vader|luke skywalker|space opera,4.0,Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Sci-Fi,1983
635,635,474,1212,1143683482,ferris wheel|Venice|zither,4.0,"Third Man, The",Film-Noir|Mystery|Thriller,1949
636,636,474,1213,1053021608,Mafia,3.5,Goodfellas,Crime|Drama,1990
637,637,474,1214,1103379434,aliens,4.0,Alien,Horror|Sci-Fi,1979
638,638,474,1217,1089386649,samurai,4.0,Ran,Drama|War,1985
639,639,474,1220,1002928933,Saturday Night Live,3.0,"Blues Brothers, The",Action|Comedy|Musical,1980
640,640,474,1222,1081862501,Vietnam,4.0,Full Metal Jacket,Drama|War,1987
641,641,477,1222,1200940569,anti-war,5.0,Full Metal Jacket,Drama|War,1987
642,642,474,1223,1053372016,moon,4.5,"Grand Day Out with Wallace and Gromit, A",Adventure|Animation|Children|Comedy|Sci-Fi,1989
643,643,474,1224,1100614728,Shakespeare,4.0,Henry V,Action|Drama|Romance|War,1989
644,644,474,1225,1053020859,Mozart|Salieri,4.5,Amadeus,Drama,1984
645,645,474,1228,1057669410,boxing,3.0,Raging Bull,Drama,1980
646,646,474,1230,1082256456,New York,4.0,Annie Hall,Comedy|Romance,1977
647,647,474,1231,1047054374,NASA|space,4.0,"Right Stuff, The",Drama,1983
648,648,474,1233,1120184777,submarine,3.5,"Boot, Das",Action|Drama|War,1981
649,649,474,1234,1137520986,The Entertainer,4.0,"Sting, The",Comedy|Crime,1973
650,650,474,1235,1092142721,May-December romance,4.0,Harold and Maude,Comedy|Drama|Romance,1971
651,651,474,1237,1053021721,chess|death,2.5,"Seventh Seal, The",Drama,1957
652,652,567,1237,1525286520,atmospheric|cerebral|existentialism|philosophical|reflective,3.5,"Seventh Seal, The",Drama,1957
653,653,474,1240,1111412847,robots,4.0,"Terminator, The",Action|Sci-Fi|Thriller,1984
654,654,474,1242,1053020981,Civil War,4.5,Glory,Drama|War,1989
655,655,474,1243,978575945,Shakespeare sort of,4.0,Rosencrantz and Guildenstern Are Dead,Comedy|Drama,1990
656,656,474,1244,1081516850,black and white,3.5,Manhattan,Comedy|Drama|Romance,1979
657,657,474,1245,1112208257,Mafia,3.0,Miller's Crossing,Crime|Drama|Film-Noir|Thriller,1990
658,658,474,1247,983032636,Simon and Garfunkel,5.0,"Graduate, The",Comedy|Drama|Romance,1967
659,659,474,1249,1081177621,hit men,3.5,"Femme Nikita, La",Action|Crime|Romance|Thriller,1990
660,660,474,1250,1082983320,POW,4.0,"Bridge on the River Kwai, The",Adventure|Drama|War,1957
661,661,474,1252,1137521075,incest,4.0,Chinatown,Crime|Film-Noir|Mystery|Thriller,1974
662,662,474,1253,1047054300,aliens,4.0,"Day the Earth Stood Still, The",Drama|Sci-Fi|Thriller,1951
663,663,474,1254,1077546613,Cold,4.5,"Treasure of the Sierra Madre, The",Action|Adventure|Drama|Western,1948
664,664,474,1257,978575993,skiing,3.0,Better Off Dead...,Comedy|Romance,1985
665,665,474,1259,974666694,Stephen King,4.0,Stand by Me,Adventure|Drama,1986
666,666,474,1260,1090241152,serial killer,4.0,M,Crime|Film-Noir|Thriller,1931
667,667,567,1260,1525285646,atmospheric|chilly|creepy|menacing|mental illness|oninous,4.0,M,Crime|Film-Noir|Thriller,1931
668,668,474,1262,1078151740,POW,4.0,"Great Escape, The",Action|Adventure|Drama|War,1963
669,669,474,1263,1135824476,Vietnam,3.0,"Deer Hunter, The",Drama|War,1978
670,670,474,1266,1092758534,revenge,4.0,Unforgiven,Drama|Western,1992
671,671,474,1267,1082256467,assassination|brainwashing,4.0,"Manchurian Candidate, The",Crime|Thriller|War,1962
672,672,474,1269,1111412874,murder,3.5,Arsenic and Old Lace,Comedy|Mystery|Thriller,1944
673,673,474,1270,1081177274,time travel,4.5,Back to the Future,Adventure|Comedy|Sci-Fi,1985
674,674,474,1272,1092920253,World War II,4.0,Patton,Drama|War,1970
675,675,474,1276,1137520922,prison,3.5,Cool Hand Luke,Drama,1967
676,676,474,1278,978575888,spoof,4.0,Young Frankenstein,Comedy|Fantasy,1974
677,677,474,1281,1080568455,Nazis,4.0,"Great Dictator, The",Comedy|Drama|War,1940
678,678,474,1282,975172919,Disney,3.0,Fantasia,Animation|Children|Fantasy|Musical,1940
679,679,474,1283,1073272889,gunfight,3.5,High Noon,Drama|Western,1952
680,680,474,1284,1107193636,Hammett,3.5,"Big Sleep, The",Crime|Film-Noir|Mystery,1946
681,681,474,1285,978575865,high school,4.0,Heathers,Comedy,1989
682,682,474,1291,983034060,archaeology|Holy Grail,4.0,Indiana Jones and the Last Crusade,Action|Adventure,1989
683,683,474,1292,1116517469,television,4.0,Being There,Comedy|Drama,1979
684,684,474,1293,1124123484,India,4.0,Gandhi,Drama,1982
685,685,474,1296,1100291494,E. M. Forster,4.0,"Room with a View, A",Drama|Romance,1986
686,686,474,1299,1129579334,Cambodia|Vietnam,3.5,"Killing Fields, The",Drama|War,1984
687,687,474,1301,1108868138,Shakespeare sort of|space,3.5,Forbidden Planet,Drama|Sci-Fi,1956
688,688,474,1302,1053021069,baseball,3.5,Field of Dreams,Children|Drama|Fantasy,1989
689,689,474,1303,1074474320,India,4.0,"Man Who Would Be King, The",Adventure|Drama,1975
690,690,474,1304,1053021030,crime,3.5,Butch Cassidy and the Sundance Kid,Action|Western,1969
691,691,474,1307,978575845,New York,5.0,When Harry Met Sally...,Comedy|Romance,1989
692,692,474,1333,1090873560,birds,4.5,"Birds, The",Horror|Thriller,1963
693,693,474,1344,1100119817,lawyer,4.5,Cape Fear,Crime|Drama|Thriller,1962
694,694,474,1345,1053021541,high school|prom|Stephen King,3.5,Carrie,Drama|Fantasy|Horror|Thriller,1976
695,695,474,1348,1053021757,vampires,2.5,Nosferatu,Horror,1922
696,696,474,1350,1115584932,demons,4.0,"Omen, The",Horror|Mystery|Thriller,1976
697,697,474,1353,1100291485,personals ads,4.5,"Mirror Has Two Faces, The",Comedy|Drama|Romance,1996
698,698,474,1354,1133730322,religion,4.5,Breaking the Waves,Drama|Mystery,1996
699,699,474,1356,974667386,Borg,5.0,Star Trek: First Contact,Action|Adventure|Sci-Fi|Thriller,1996
700,700,474,1358,1100119576,ex-con,4.5,Sling Blade,Drama,1996
701,701,474,1363,1060106011,religion,2.5,"Preacher's Wife, The",Drama,1996
702,702,474,1366,1014924339,Arthur Miller,4.0,"Crucible, The",Drama,1996
703,703,474,1367,1015352738,dogs|remake,2.0,101 Dalmatians,Adventure|Children|Comedy,1996
704,704,474,1372,1056637089,Klingons,4.5,Star Trek VI: The Undiscovered Country,Action|Mystery|Sci-Fi,1991
705,705,474,1374,1002929032,Captain Kirk,4.0,Star Trek II: The Wrath of Khan,Action|Adventure|Sci-Fi|Thriller,1982
706,706,474,1376,1046809559,whales,4.0,Star Trek IV: The Voyage Home,Adventure|Comedy|Sci-Fi,1986
707,707,474,1377,1046886462,superhero,2.0,Batman Returns,Action|Crime,1992
708,708,474,1380,983033588,high school,4.0,Grease,Comedy|Musical|Romance,1978
709,709,474,1381,1046888244,high school,2.0,Grease 2,Comedy|Musical|Romance,1982
710,710,474,1387,1053020983,Shark,4.5,Jaws,Action|Horror,1975
711,711,474,1389,1053021851,shark,1.5,Jaws 3-D,Action|Horror,1983
712,712,474,1393,1128098731,sports,4.5,Jerry Maguire,Drama|Romance,1996
713,713,474,1394,1100119843,Coen Brothers,4.5,Raising Arizona,Comedy,1987
714,714,474,1396,1100291840,spying,4.0,Sneakers,Action|Comedy|Crime|Drama|Sci-Fi,1992
715,715,474,1398,1060106009,Hemingway,2.5,In Love and War,Romance|War,1996
716,716,474,1407,1004131306,slasher|spoof,4.0,Scream,Comedy|Horror|Mystery|Thriller,1996
717,717,474,1408,1122395776,Hawkeye|James Fennimore Cooper,4.0,"Last of the Mohicans, The",Action|Romance|War|Western,1992
718,718,474,1411,1047054317,Shakespeare,4.0,Hamlet,Crime|Drama|Romance,1996
719,719,474,1413,1100119854,Conan,4.5,"Whole Wide World, The",Drama,1996
720,720,474,1416,1047043416,Andrew Lloyd Weber,2.0,Evita,Drama|Musical,1996
721,721,474,1423,1238350606,In Netflix queue|Vietnam,4.0,Hearts and Minds,Drama,1996
722,722,474,1441,1047054453,mental illness,3.0,Benny & Joon,Comedy|Romance,1993
723,723,474,1449,1056115380,mockumentary,4.0,Waiting for Guffman,Comedy,1996
724,724,474,1466,975172958,Mafia,4.0,Donnie Brasco,Crime|Drama,1997
725,725,474,1474,1046888155,jungle,2.0,Jungle2Jungle,Children|Comedy,1997
726,726,474,1485,978576348,lawyer,3.0,Liar Liar,Comedy,1997
727,727,474,1496,1087832418,Tolstoy,4.0,Anna Karenina,Drama|Romance,1997
728,728,474,1500,978576081,hit men|reunion,4.0,Grosse Pointe Blank,Comedy|Crime|Romance,1997
729,729,474,1513,1046887465,reunion,3.0,Romy and Michele's High School Reunion,Comedy,1997
730,730,474,1537,978575690,ballroom dance,4.0,Shall We Dance?,Comedy|Drama|Romance,1996
731,731,474,1544,974666859,dinosaurs,1.0,"Lost World: Jurassic Park, The",Action|Adventure|Sci-Fi|Thriller,1997
732,732,474,1545,1130961769,death,4.0,Ponette,Drama,1996
733,733,474,1569,1100119621,weddings,4.0,My Best Friend's Wedding,Comedy|Romance,1997
734,734,474,1573,1100291472,transplants,4.5,Face/Off,Action|Crime|Drama|Thriller,1997
735,735,474,1580,1100119838,aliens,4.5,Men in Black,Action|Comedy|Sci-Fi,1997
736,736,474,1586,1047054923,military,2.0,G.I. Jane,Action|Drama,1997
737,737,474,1608,974667676,president,3.0,Air Force One,Action|Thriller,1997
738,738,474,1610,974667355,Tom Clancy,4.0,"Hunt for Red October, The",Action|Adventure|Thriller,1990
739,739,474,1617,988926266,Police,5.0,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,1997
740,740,474,1635,1123258150,1970s,4.0,"Ice Storm, The",Drama,1997
741,741,474,1643,1089386695,England|Queen Victoria,3.0,Mrs. Brown,Drama|Romance,1997
742,742,474,1645,1047054889,lawyers,2.0,The Devil's Advocate,Drama|Mystery|Thriller,1997
743,743,474,1650,1060105233,Henry James,4.0,Washington Square,Drama,1997
744,744,474,1653,1100291475,future,4.5,Gattaca,Drama|Sci-Fi|Thriller,1997
745,745,567,1653,1525287107,intelligent|thought-provoking,3.0,Gattaca,Drama|Sci-Fi|Thriller,1997
746,746,474,1663,1004131709,military,3.0,Stripes,Comedy|War,1981
747,747,474,1674,1137521038,Amish,4.0,Witness,Drama|Romance|Thriller,1985
748,748,474,1680,974668977,alternate universe,4.0,Sliding Doors,Drama|Romance,1998
749,749,474,1682,1100119638,TV,4.5,"Truman Show, The",Comedy|Drama|Sci-Fi,1998
750,750,474,1683,1053021220,Henry James,4.5,"Wings of the Dove, The",Drama|Romance,1997
751,751,474,1711,1046887524,Savannah,2.0,Midnight in the Garden of Good and Evil,Crime|Drama|Mystery,1997
752,752,474,1717,1046984756,sequel|slasher|spoof,4.0,Scream 2,Comedy|Horror|Mystery|Thriller,1997
753,753,474,1719,1139838564,Canada|death,4.0,"Sweet Hereafter, The",Drama,1997
754,754,474,1721,974668977,shipwreck,4.0,Titanic,Drama|Romance,1997
755,755,537,1721,1424141915,romance,3.0,Titanic,Drama|Romance,1997
